Iteration,k,NumSubPops,Migration,InnovationRate,Ones_Mean,Ones_Lower,Ones_Upper,Twos_Mean,Twos_Lower,Twos_Upper,Richness_Mean,Richness_Lower,Richness_Upper,Fst_Mean,Fst_Lower,Fst_Upper
143,120,200,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,3.289421957920881,5.5105780420791195,0.02758512881199033,0.02380414172001201,0.03136611590396865
144,125,200,0.0001,0.0,0.0,0.0,0.0,0.2,-0.3552890210395598,0.7552890210395597,12.8,11.439825238683486,14.160174761316515,0.6149545979105341,0.5889544186799429,0.6409547771411253
145,125,200,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.122010966914916,6.877989033085084,0.05261687122717366,0.04696868877947515,0.05826505367487216
146,125,200,0.0005,0.0,0.2,-0.3552890210395599,0.75528902103956,0.0,0.0,0.0,6.0,5.122010966914916,6.877989033085084,0.23974430399504962,0.2247518576053467,0.2547367503847526
147,125,200,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,4.439825238683486,7.160174761316513,0.1387652453647289,0.1296775013213209,0.1478529894081369
148,125,200,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,4.581068215291294,7.818931784708706,0.053867949943448304,0.05222268012757013,0.05551321975932648
149,125,200,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.027624821085936863,0.02465314747845001,0.030596494693423716
150,130,200,0.0001,0.0,0.4,-0.280087380658257,1.0800873806582572,0.4,-0.280087380658257,1.0800873806582572,13.8,11.958314667008016,15.641685332991985,0.6036922061943255,0.5729144366455903,0.6344699757430607
151,130,200,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,3.9583146670080147,7.641685332991985,0.048209731843094863,0.04432306304356452,0.052096400642625204
152,130,200,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.479278386208362,8.520721613791638,0.2328838629432167,0.21636496016949536,0.24940276571693804
153,130,200,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,2.578843915841761,7.021156084158239,0.13091039658889506,0.11878205861814173,0.14303873455964838
154,130,200,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,3.9341329368813205,7.265867063118678,0.05289348864937558,0.050407254464586965,0.05537972283416419
155,130,200,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,2.9788439158417614,7.421156084158239,0.02583562411593402,0.021757765888599317,0.029913482343268724
156,135,200,0.0001,0.0,0.2,-0.3552890210395599,0.75528902103956,0.2,-0.3552890210395598,0.7552890210395597,12.0,9.677059364614806,14.322940635385194,0.5862224124424076,0.5703635680497205,0.6020812568350946
157,135,200,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,3.984285223017726,6.815714776982275,0.05213986792969646,0.04521166192018457,0.05906807393920835
158,135,200,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,4.181068215291294,7.418931784708706,0.22702736613367708,0.20927476241478704,0.24477996985256711
159,135,200,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,5.184285223017725,8.015714776982275,0.12273566542643413,0.11849510428234618,0.12697622657052207
160,135,200,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.122010966914916,6.877989033085084,0.04846508122368041,0.04425237197341919,0.052677790473941624
161,135,200,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,4.1611493663164305,6.23885063368357,0.025286442342426208,0.020949296604841867,0.02962358808001055
162,140,200,0.0001,0.0,0.2,-0.3552890210395598,0.7552890210395597,0.0,0.0,0.0,9.8,6.83556783493338,12.764432165066621,0.5852848189667078,0.5730075644127803,0.5975620735206353
163,140,200,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,3.516923311651559,7.283076688348442,0.04657288580306448,0.043051209516564846,0.05009456208956411
164,140,200,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.244021933829831,7.755978066170169,0.20601886513057216,0.19375229879828704,0.21828543146285728
165,140,200,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,4.4894219579208805,6.710578042079119,0.11781749880889517,0.1100550013974478,0.12557999622034252
166,140,200,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,3.581068215291294,6.818931784708706,0.04763430520032127,0.043287412865120625,0.05198119753552191
167,140,200,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,2.322298732632861,6.47770126736714,0.023524481603531308,0.019108764465403154,0.027940198741659462
168,145,200,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.122010966914916,10.877989033085084,0.5701831539397819,0.5546615819987719,0.5857047258807919
169,145,200,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.677059364614806,9.322940635385194,0.0456319903326088,0.041822680618674536,0.04944130004654306
170,145,200,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,5.289421957920881,7.5105780420791195,0.20208198938607036,0.17713788338597522,0.2270260953861655
171,145,200,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,4.76114936631643,6.8388506336835695,0.11266630015724062,0.1068156634868028,0.11851693682767844
172,145,200,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,4.184285223017724,7.015714776982275,0.04577030275846064,0.043055033194752214,0.04848557232216907
173,145,200,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,2.4116116119000153,7.188388388099984,0.024084866564050254,0.02107335420813784,0.02709637891996267
174,150,200,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,10.16114936631643,12.238850633683569,0.5738723119733244,0.547124447788433,0.6006201761582158
175,150,200,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,3.516923311651559,7.283076688348442,0.0472635337267566,0.04229097246151631,0.0522360949919969
176,150,200,0.0005,0.0,0.2,-0.3552890210395599,0.75528902103956,0.0,0.0,0.0,5.6,4.919912619341742,6.280087380658257,0.2124270957303207,0.1922687232746652,0.2325854681859762
177,150,200,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,4.958314667008015,8.641685332991985,0.11361996860118972,0.10634328370629827,0.12089665349608118
178,150,200,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,2.9583146670080147,6.641685332991985,0.042401315837309606,0.03829852138784491,0.0465041102867743
179,150,200,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,2.9341329368813205,6.265867063118678,0.02502157052805622,0.019785365481632487,0.030257775574479954
180,155,200,0.0001,0.0,0.0,0.0,0.0,0.2,-0.3552890210395598,0.7552890210395597,10.2,8.581068215291292,11.818931784708706,0.5599046913396004,0.52090334701124,0.5989060356679609
181,155,200,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4,3.516923311651559,7.283076688348442,0.04339566576798291,0.04071312048525385,0.04607821105071198
182,155,200,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,5.644710978960441,6.75528902103956,0.19799544348325648,0.17630255193640929,0.21968833503010368
183,155,200,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,5.4894219579208805,7.710578042079119,0.10836474675848837,0.09671467492228207,0.12001481859469466
184,155,200,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,3.76114936631643,5.8388506336835695,0.039892169257931286,0.03671703514304574,0.043067303372816834
185,155,200,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,4.984285223017726,7.815714776982275,0.020552431333845725,0.016723291686208168,0.024381570981483282
186,160,200,0.0001,0.0,0.0,0.0,0.0,0.2,-0.3552890210395599,0.75528902103956,9.8,8.761149366316431,10.83885063368357,0.5571661562486829,0.5364575491986736,0.5778747632986923
187,160,200,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,4.181068215291294,7.418931784708706,0.04172922515007017,0.03621568156101834,0.047242768739122004
188,160,200,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.122010966914916,7.877989033085084,0.1976261593432836,0.18761621412771803,0.20763610455884915
189,160,200,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,4.919912619341742,6.280087380658257,0.10296909833355228,0.09187850361914839,0.11405969304795617
190,160,200,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,4.4894219579208805,6.710578042079119,0.038241380829478984,0.03338318015209326,0.04309958150686471
191,160,200,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.479278386208362,6.520721613791638,0.022709308463547694,0.02087888373580501,0.024539733191290377
192,165,200,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.834365521916679,14.165634478083321,0.5351534288755956,0.517831034243469,0.5524758235077222
193,165,200,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,4.1611493663164305,6.23885063368357,0.04114577367417866,0.037041500180068236,0.045250047168289086
194,165,200,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,4.734132936881322,8.065867063118679,0.20077152133300463,0.1912623525897272,0.21028069007628206
195,165,200,0.001,0.0,0.2,-0.3552890210395598,0.7552890210395597,0.0,0.0,0.0,5.0,4.122010966914916,5.877989033085084,0.09658980494489837,0.07992874675527814,0.1132508631345186
196,165,200,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.479278386208362,6.520721613791638,0.03613098684512265,0.0317989486729193,0.040463025017326
197,165,200,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.479278386208362,7.520721613791638,0.02027712789998941,0.01837528712469917,0.022178968675279645
198,170,200,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.2,6.5081365976620935,11.891863402337904,0.5257071930933266,0.4996199688544051,0.5517944173322481
199,170,200,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,4.76114936631643,6.8388506336835695,0.04049204691054123,0.03404035752363248,0.04694373629744998
200,170,200,0.0005,0.0,0.2,-0.3552890210395599,0.75528902103956,0.0,0.0,0.0,6.0,4.0367568385224395,7.9632431614775605,0.19588666911395541,0.1789984350313658,0.21277490319654502
201,170,200,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,4.734132936881322,8.065867063118679,0.09611581316344572,0.08957852101604573,0.10265310531084572
202,170,200,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,2.7169233116515583,6.483076688348441,0.03741904930800054,0.03415237954910838,0.040685719066892695
203,170,200,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,3.76114936631643,5.8388506336835695,0.020770900232664077,0.01837245978345382,0.023169340681874335
204,175,200,0.0001,0.0,0.2,-0.3552890210395598,0.7552890210395597,0.0,0.0,0.0,10.8,9.181068215291294,12.418931784708708,0.5230833221374362,0.49784908586506993,0.5483175584098026
205,175,200,0.0025,0.0,0.0,0.0,0.0,0.2,-0.3552890210395598,0.7552890210395597,5.0,3.7583360017962333,6.241663998203767,0.03887451563420578,0.03572633877834476,0.04202269249006679
206,175,200,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.8493748691819656,8.150625130818035,0.18697628816030912,0.17599165719625104,0.1979609191243672
207,175,200,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.122010966914916,7.877989033085084,0.09641379937094549,0.09148490341090469,0.10134269533098629
208,175,200,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,3.184285223017725,6.015714776982274,0.03530437359993819,0.029660915431330044,0.040947831768546335
209,175,200,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.122010966914916,5.877989033085084,0.022484696272201805,0.01772921259297943,0.02724017995142418
210,180,200,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,8.979551272830928,13.820448727169072,0.5345672487467275,0.5236757428771037,0.5454587546163512
211,180,200,0.0025,0.0,0.2,-0.3552890210395599,0.75528902103956,0.0,0.0,0.0,5.6,4.184285223017725,7.015714776982274,0.033758258008591155,0.030457353908155755,0.03705916210902655
212,180,200,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,5.719912619341743,7.080087380658258,0.17290655425808935,0.16847157877743008,0.17734152973874862
213,180,200,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,4.76114936631643,6.8388506336835695,0.09121156132474073,0.08284983148971782,0.09957329115976364
214,180,200,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,3.0252307320709177,8.174769267929081,0.03719562292034397,0.034214571577697375,0.04017667426299057
215,180,200,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,3.759737858025229,7.840262141974771,0.021652061921221613,0.01885930479670822,0.024444819045735006
216,185,200,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,8.184285223017724,11.015714776982275,0.5172740669248317,0.5052490593752127,0.5292990744744507
217,185,200,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,3.358314667008015,7.041685332991985,0.03685026489979572,0.032915548971509785,0.04078498082808165
218,185,200,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,5.839825238683487,8.560174761316514,0.17008158134740697,0.16108385230419922,0.17907931039061473
219,185,200,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,3.9583146670080147,7.641685332991985,0.09190645082114668,0.08474661475721638,0.09906628688507697
220,185,200,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,4.76114936631643,6.8388506336835695,0.03315299336201429,0.03017633432205366,0.036129652401974924
221,185,200,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,4.24471097896044,5.355289021039559,0.018582112767190854,0.013862200867530547,0.023302024666851162
222,190,200,0.0001,0.0,0.2,-0.3552890210395599,0.75528902103956,0.2,-0.3552890210395599,0.75528902103956,10.0,7.677059364614806,12.322940635385194,0.5143634568145259,0.48916066360526134,0.5395662500237904
223,190,200,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,3.1842852230177248,6.015714776982275,0.03293329088501941,0.027358305666984988,0.03850827610305383
224,190,200,0.0005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,4.734132936881322,8.065867063118679,0.1600131796449242,0.150893813022291,0.16913254626755742
225,190,200,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,3.9788439158417614,8.42115608415824,0.0877077445880253,0.08175382359270451,0.09366166558334608
226,190,200,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,5.289421957920881,7.5105780420791195,0.03385918090493349,0.030865777826682286,0.036852583983184695
227,190,200,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,2.3444053337009554,6.855594666299044,0.017046221626636007,0.013115312626970996,0.020977130626301018
